id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1556D,https://codeforces.com/problemset/problem/1556/D,,bitmasks,constructive algorithms,interactive,math,1800
1556C,https://codeforces.com/problemset/problem/1556/C,Compressed Bracket Sequence,brute force,implementation,,,1800
1556B,https://codeforces.com/problemset/problem/1556/B,,implementation,,,,1300
1556A,https://codeforces.com/problemset/problem/1556/A,A Variety of Operations,math,,,,800
1555F,https://codeforces.com/problemset/problem/1555/F,,data structures,dsu,graphs,trees,2700
1555E,https://codeforces.com/problemset/problem/1555/E,Boring Segments,data structures,sortings,trees,two pointers,2100
1555D,https://codeforces.com/problemset/problem/1555/D,,brute force,constructive algorithms,dp,strings,1600
1555C,https://codeforces.com/problemset/problem/1555/C,Coin Rows,brute force,constructive algorithms,dp,implementation,1300
1555B,https://codeforces.com/problemset/problem/1555/B,,brute force,,,,1300
1555A,https://codeforces.com/problemset/problem/1555/A,PizzaForces,brute force,math,,,900
1554E,https://codeforces.com/problemset/problem/1554/E,,dfs and similar,dp,math,number theory,2600
1554D,https://codeforces.com/problemset/problem/1554/D,Diane,constructive algorithms,greedy,strings,,1800
1554C,https://codeforces.com/problemset/problem/1554/C,,binary search,bitmasks,greedy,implementation,1800
1554B,https://codeforces.com/problemset/problem/1554/B,Cobb,bitmasks,brute force,greedy,math,1700
1554A,https://codeforces.com/problemset/problem/1554/A,,greedy,,,,800
1553I,https://codeforces.com/problemset/problem/1553/I,Stairs,combinatorics,divide and conquer,dp,fft,3400
1553H,https://codeforces.com/problemset/problem/1553/H,,bitmasks,divide and conquer,trees,,2900
1553G,https://codeforces.com/problemset/problem/1553/G,Common Divisor Graph,brute force,constructive algorithms,dsu,graphs,2700
1553F,https://codeforces.com/problemset/problem/1553/F,,data structures,math,,,2300
1553E,https://codeforces.com/problemset/problem/1553/E,Permutation Shift,brute force,combinatorics,constructive algorithms,dfs and similar,2100
1553D,https://codeforces.com/problemset/problem/1553/D,,dp,greedy,strings,two pointers,1500
1553C,https://codeforces.com/problemset/problem/1553/C,Penalty,bitmasks,brute force,dp,greedy,1200
1553B,https://codeforces.com/problemset/problem/1553/B,,brute force,dp,hashing,implementation,1300
1553A,https://codeforces.com/problemset/problem/1553/A,Digits Sum,math,number theory,,,800
1552I,https://codeforces.com/problemset/problem/1552/I,,dfs and similar,math,,,3400
1552H,https://codeforces.com/problemset/problem/1552/H,Guess the Perimeter,binary search,interactive,number theory,,3300
1552G,https://codeforces.com/problemset/problem/1552/G,,bitmasks,brute force,dfs and similar,sortings,3000
1552F,https://codeforces.com/problemset/problem/1552/F,Telepanting,binary search,data structures,dp,sortings,2200
1552E,https://codeforces.com/problemset/problem/1552/E,,constructive algorithms,data structures,greedy,sortings,2300
1552D,https://codeforces.com/problemset/problem/1552/D,Array Differentiation,bitmasks,brute force,constructive algorithms,dfs and similar,1800
1552C,https://codeforces.com/problemset/problem/1552/C,,combinatorics,constructive algorithms,geometry,greedy,1800
1552B,https://codeforces.com/problemset/problem/1552/B,Running for Gold,combinatorics,graphs,greedy,sortings,1500
1552A,https://codeforces.com/problemset/problem/1552/A,,sortings,strings,,,800
1551F,https://codeforces.com/problemset/problem/1551/F,Equidistant Vertices,brute force,combinatorics,dfs and similar,dp,2200
1551E,https://codeforces.com/problemset/problem/1551/E,,binary search,brute force,dp,,2000
1551D2,https://codeforces.com/problemset/problem/1551/D2,Domino (hard version),constructive algorithms,implementation,math,,2100
1551D1,https://codeforces.com/problemset/problem/1551/D1,,constructive algorithms,math,,,1700
1551C,https://codeforces.com/problemset/problem/1551/C,Interesting Story,greedy,sortings,strings,,1500
1551B2,https://codeforces.com/problemset/problem/1551/B2,,binary search,constructive algorithms,data structures,greedy,1400
1551B1,https://codeforces.com/problemset/problem/1551/B1,Wonderful Coloring - 1,greedy,strings,,,800
1551A,https://codeforces.com/problemset/problem/1551/A,,greedy,math,,,800
1550F,https://codeforces.com/problemset/problem/1550/F,Jumping Around,binary search,data structures,divide and conquer,dp,2700
1550E,https://codeforces.com/problemset/problem/1550/E,,binary search,bitmasks,brute force,dp,2500
1550D,https://codeforces.com/problemset/problem/1550/D,Excellent Arrays,binary search,combinatorics,constructive algorithms,implementation,2300
1550C,https://codeforces.com/problemset/problem/1550/C,,brute force,geometry,greedy,implementation,1700
1550B,https://codeforces.com/problemset/problem/1550/B,Maximum Cost Deletion,greedy,math,,,1000
1550A,https://codeforces.com/problemset/problem/1550/A,,greedy,math,,,800
1549B,https://codeforces.com/problemset/problem/1549/B,Gregor and the Pawn Game,dfs and similar,dp,flows,graph matchings,800
1549A,https://codeforces.com/problemset/problem/1549/A,,math,number theory,,,800
1548E,https://codeforces.com/problemset/problem/1548/E,Gregor and the Two Painters,data structures,divide and conquer,graphs,greedy,3400
1548D2,https://codeforces.com/problemset/problem/1548/D2,,brute force,geometry,math,number theory,3300
1548D1,https://codeforces.com/problemset/problem/1548/D1,Gregor and the Odd Cows (Easy),bitmasks,geometry,math,number theory,2300
1548C,https://codeforces.com/problemset/problem/1548/C,,combinatorics,dp,fft,math,2500
1548B,https://codeforces.com/problemset/problem/1548/B,Integers Have Friends,binary search,data structures,divide and conquer,math,1800
1548A,https://codeforces.com/problemset/problem/1548/A,,brute force,graphs,greedy,,1400
1547G,https://codeforces.com/problemset/problem/1547/G,How Many Paths?,dfs and similar,dp,graphs,trees,2100
1547F,https://codeforces.com/problemset/problem/1547/F,,binary search,brute force,data structures,divide and conquer,1900
1547E,https://codeforces.com/problemset/problem/1547/E,Air Conditioners,data structures,dp,implementation,shortest paths,1500
1547D,https://codeforces.com/problemset/problem/1547/D,,bitmasks,constructive algorithms,greedy,,1300
1547C,https://codeforces.com/problemset/problem/1547/C,Pair Programming,greedy,two pointers,,,1100
1547B,https://codeforces.com/problemset/problem/1547/B,,greedy,implementation,strings,,800
1547A,https://codeforces.com/problemset/problem/1547/A,Shortest Path with Obstacle,implementation,math,,,800
1546B,https://codeforces.com/problemset/problem/1546/B,,interactive,math,,,1200
1546A,https://codeforces.com/problemset/problem/1546/A,AquaMoon and Two Arrays,brute force,greedy,,,800
1545F,https://codeforces.com/problemset/problem/1545/F,,brute force,data structures,dp,,3500
1545E2,https://codeforces.com/problemset/problem/1545/E2,AquaMoon and Time Stop (hard version),data structures,dp,,,3500
1545E1,https://codeforces.com/problemset/problem/1545/E1,,data structures,dp,,,3500
1545D,https://codeforces.com/problemset/problem/1545/D,AquaMoon and Wrong Coordinate,constructive algorithms,interactive,math,,3000
1545C,https://codeforces.com/problemset/problem/1545/C,,2-sat,brute force,combinatorics,constructive algorithms,2800
,,,,,,,
1545B,https://codeforces.com/problemset/problem/1545/B,AquaMoon and Chess,combinatorics,math,,,1900
1545A,https://codeforces.com/problemset/problem/1545/A,,sortings,,,,1500
1543E,https://codeforces.com/problemset/problem/1543/E,The Final Pursuit,bitmasks,constructive algorithms,divide and conquer,graphs,2700
1543D2,https://codeforces.com/problemset/problem/1543/D2,,brute force,constructive algorithms,interactive,math,2200
1543D1,https://codeforces.com/problemset/problem/1543/D1,RPD and Rap Sheet (Easy Version),bitmasks,constructive algorithms,interactive,math,1700
1543C,https://codeforces.com/problemset/problem/1543/C,,bitmasks,brute force,dfs and similar,implementation,1900
1543B,https://codeforces.com/problemset/problem/1543/B,Customising the Track,combinatorics,greedy,math,,900
1543A,https://codeforces.com/problemset/problem/1543/A,,greedy,math,number theory,,900
1542E2,https://codeforces.com/problemset/problem/1542/E2,Abnormal Permutation Pairs (hard version),combinatorics,dp,fft,math,2700
1542E1,https://codeforces.com/problemset/problem/1542/E1,,combinatorics,dp,fft,math,2400
1542D,https://codeforces.com/problemset/problem/1542/D,Priority Queue,combinatorics,dp,implementation,math,2200
1542C,https://codeforces.com/problemset/problem/1542/C,,math,number theory,,,1600
1542B,https://codeforces.com/problemset/problem/1542/B,Plus and Multiply,constructive algorithms,math,number theory,,1500
1542A,https://codeforces.com/problemset/problem/1542/A,,math,,,,800
1541B,https://codeforces.com/problemset/problem/1541/B,Pleasant Pairs,brute force,implementation,math,number theory,1200
1541A,https://codeforces.com/problemset/problem/1541/A,,constructive algorithms,greedy,implementation,,800
1540E,https://codeforces.com/problemset/problem/1540/E,Tasty Dishes,math,matrices,,,3500
1540D,https://codeforces.com/problemset/problem/1540/D,,binary search,brute force,data structures,,3200
1540C2,https://codeforces.com/problemset/problem/1540/C2,Converging Array (Hard Version),dp,math,,,2900
1540C1,https://codeforces.com/problemset/problem/1540/C1,,dp,math,,,2700
1540B,https://codeforces.com/problemset/problem/1540/B,Tree Array,brute force,combinatorics,dp,graphs,2300
1540A,https://codeforces.com/problemset/problem/1540/A,,constructive algorithms,graphs,greedy,shortest paths,1400
1539F,https://codeforces.com/problemset/problem/1539/F,Strange Array,data structures,greedy,sortings,,2600
1539E,https://codeforces.com/problemset/problem/1539/E,,binary search,constructive algorithms,data structures,dp,2500
1539D,https://codeforces.com/problemset/problem/1539/D,PriceFixed,binary search,greedy,implementation,sortings,1600
1539C,https://codeforces.com/problemset/problem/1539/C,,greedy,sortings,,,1200
1539B,https://codeforces.com/problemset/problem/1539/B,Love Song,dp,implementation,strings,,800
1539A,https://codeforces.com/problemset/problem/1539/A,,combinatorics,geometry,greedy,math,1000
1538G,https://codeforces.com/problemset/problem/1538/G,Gift Set,binary search,greedy,math,ternary search,2100
1538F,https://codeforces.com/problemset/problem/1538/F,,binary search,dp,math,number theory,1500
1538E,https://codeforces.com/problemset/problem/1538/E,Funny Substrings,data structures,hashing,implementation,matrices,2100
1538D,https://codeforces.com/problemset/problem/1538/D,,constructive algorithms,math,number theory,,1700
1538C,https://codeforces.com/problemset/problem/1538/C,Number of Pairs,binary search,data structures,math,two pointers,1300
1538B,https://codeforces.com/problemset/problem/1538/B,,greedy,math,,,800
1538A,https://codeforces.com/problemset/problem/1538/A,Stone Game,brute force,dp,greedy,,800
1537F,https://codeforces.com/problemset/problem/1537/F,,constructive algorithms,dfs and similar,dsu,graphs,2200
1537E2,https://codeforces.com/problemset/problem/1537/E2,Erase and Extend (Hard Version),binary search,data structures,greedy,hashing,2200
1537E1,https://codeforces.com/problemset/problem/1537/E1,,binary search,brute force,dp,greedy,1600
1537D,https://codeforces.com/problemset/problem/1537/D,Deleting Divisors,games,math,number theory,,1700
1537C,https://codeforces.com/problemset/problem/1537/C,,constructive algorithms,greedy,implementation,math,1200
1537B,https://codeforces.com/problemset/problem/1537/B,Bad Boy,constructive algorithms,greedy,math,,900
1537A,https://codeforces.com/problemset/problem/1537/A,,greedy,math,,,800
1536F,https://codeforces.com/problemset/problem/1536/F,Omkar and Akmar,chinese remainder theorem,combinatorics,constructive algorithms,fft,2600
1536E,https://codeforces.com/problemset/problem/1536/E,,combinatorics,graphs,math,shortest paths,2300
1536D,https://codeforces.com/problemset/problem/1536/D,Omkar and Medians,data structures,greedy,implementation,,2000
1536C,https://codeforces.com/problemset/problem/1536/C,,data structures,dp,hashing,number theory,1500
1536B,https://codeforces.com/problemset/problem/1536/B,Prinzessin der Verurteilung,brute force,constructive algorithms,strings,,1200
1536A,https://codeforces.com/problemset/problem/1536/A,,brute force,constructive algorithms,,,800
1535F,https://codeforces.com/problemset/problem/1535/F,String Distance,binary search,brute force,data structures,hashing,3000
1535E,https://codeforces.com/problemset/problem/1535/E,,binary search,data structures,dp,greedy,2200
1535D,https://codeforces.com/problemset/problem/1535/D,Playoff Tournament,data structures,dfs and similar,dp,implementation,1800
1535C,https://codeforces.com/problemset/problem/1535/C,,binary search,dp,greedy,implementation,1400
1535B,https://codeforces.com/problemset/problem/1535/B,Array Reodering,brute force,greedy,math,number theory,900
1535A,https://codeforces.com/problemset/problem/1535/A,,brute force,implementation,,,800
1534H,https://codeforces.com/problemset/problem/1534/H,Lost Nodes,constructive algorithms,dp,graphs,interactive,3500
1534G,https://codeforces.com/problemset/problem/1534/G,,data structures,dp,geometry,sortings,3300
1534F2,https://codeforces.com/problemset/problem/1534/F2,Falling Sand (Hard Version),dfs and similar,dp,graphs,greedy,3000
1534F1,https://codeforces.com/problemset/problem/1534/F1,,dfs and similar,graphs,greedy,,2500
1534E,https://codeforces.com/problemset/problem/1534/E,Lost Array,graphs,greedy,interactive,shortest paths,2300
1534D,https://codeforces.com/problemset/problem/1534/D,,constructive algorithms,interactive,trees,,1800
1534C,https://codeforces.com/problemset/problem/1534/C,Little Alawn's Puzzle,combinatorics,dp,dsu,graphs,1300
1534B,https://codeforces.com/problemset/problem/1534/B,,greedy,implementation,math,,1100
1534A,https://codeforces.com/problemset/problem/1534/A,Colour the Flag,brute force,implementation,,,800
1533J,https://codeforces.com/problemset/problem/1533/J,,*special problem,,,,
1533I,https://codeforces.com/problemset/problem/1533/I,Excursions,*special problem,constructive algorithms,dfs and similar,flows,
1533H,https://codeforces.com/problemset/problem/1533/H,,*special problem,bitmasks,data structures,dp,
